"Town","FIPS","Year","Entry","Rank","Variable","Measure Type","Value"
"Newington","0900352140",2014,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",1.42
"Newington","0900352140",2014,"Ireit Newington Fair LLC",2,"Percent of Total Grand List","Percent",0.77
"Newington","0900352140",2014,"Newington VF LLC",3,"Percent of Total Grand List","Percent",0.76
"Newington","0900352140",2014,"TLG Newington LLC",4,"Percent of Total Grand List","Percent",0.68
"Newington","0900352140",2014,"Centro GA Turnpike Plaza LLC",5,"Percent of Total Grand List","Percent",0.66
"Newington","0900352140",2014,"Newington Gross LLC",6,"Percent of Total Grand List","Percent",0.65
"Newington","0900352140",2014,"Hayes Kaufman Newington",7,"Percent of Total Grand List","Percent",0.49
"Newington","0900352140",2014,"Scelza/LandmarkCambridge/Baldwin",8,"Percent of Total Grand List","Percent",0.45
"Newington","0900352140",2014,"Hartford Hospital",9,"Percent of Total Grand List","Percent",0.42
"Newington","0900352140",2014,"Newington 2007 LLC",10,"Percent of Total Grand List","Percent",0.4
"New London","0901152350",2016,"Electric Boat Corp",1,"Grand List Value","Number",58227500
"New London","0901152350",2016,"Yankee Gas Service Co",2,"Grand List Value","Number",25733250
"New London","0901152350",2016,"CT Light & Power",3,"Grand List Value","Number",22928090
"New London","0901152350",2016,"Cedar PCP - New London LLC (Mall)",4,"Grand List Value","Number",22678110
"New London","0901152350",2016,"Ocean Beach Appartments",5,"Grand List Value","Number",14786170
"New London","0901152350",2016,"Vesta Winthrop LLC (Apts - Huntington St)",6,"Grand List Value","Number",14011620
"New London","0901152350",2016,"Computer Sciences Corp",7,"Grand List Value","Number",12720470
"New London","0901152350",2016,"New London Shopping Center",8,"Grand List Value","Number",11470410
"New London","0901152350",2016,"Ansonia Acquistions LLC",9,"Grand List Value","Number",11183410
"New London","0901152350",2016,"Renaissance City Development",10,"Grand List Value","Number",9553837
"New London","0901152350",2016,"Electric Boat Corp",1,"Percent of Net Grand List","Percent",4.45
"New London","0901152350",2016,"Yankee Gas Service Co",2,"Percent of Net Grand List","Percent",1.97
"New London","0901152350",2016,"CT Light & Power",3,"Percent of Net Grand List","Percent",1.75
"New London","0901152350",2016,"Cedar PCP - New London LLC (Mall)",4,"Percent of Net Grand List","Percent",1.73
"New London","0901152350",2016,"Ocean Beach Appartments",5,"Percent of Net Grand List","Percent",1.13
"New London","0901152350",2016,"Vesta Winthrop LLC (Apts - Huntington St)",6,"Percent of Net Grand List","Percent",1.07
"New London","0901152350",2016,"Computer Sciences Corp",7,"Percent of Net Grand List","Percent",0.97
"New London","0901152350",2016,"New London Shopping Center",8,"Percent of Net Grand List","Percent",0.88
"New London","0901152350",2016,"Ansonia Acquistions LLC",9,"Percent of Net Grand List","Percent",0.85
"New London","0901152350",2016,"Renaissance City Development",10,"Percent of Net Grand List","Percent",0.73
"New London","0901152350",2016,"Electric Boat Corp",1,"Percent of Top 10 Total Grand List","Percent",28.64
"New London","0901152350",2016,"Yankee Gas Service Co",2,"Percent of Top 10 Total Grand List","Percent",12.66
"New London","0901152350",2016,"CT Light & Power",3,"Percent of Top 10 Total Grand List","Percent",11.28
"New London","0901152350",2016,"Cedar PCP - New London LLC (Mall)",4,"Percent of Top 10 Total Grand List","Percent",11.16
"New London","0901152350",2016,"Ocean Beach Appartments",5,"Percent of Top 10 Total Grand List","Percent",7.27
"New London","0901152350",2016,"Vesta Winthrop LLC (Apts - Huntington St)",6,"Percent of Top 10 Total Grand List","Percent",6.89
"New London","0901152350",2016,"Computer Sciences Corp",7,"Percent of Top 10 Total Grand List","Percent",6.26
"New London","0901152350",2016,"New London Shopping Center",8,"Percent of Top 10 Total Grand List","Percent",5.64
"New London","0901152350",2016,"Ansonia Acquistions LLC",9,"Percent of Top 10 Total Grand List","Percent",5.5
"New London","0901152350",2016,"Renaissance City Development",10,"Percent of Top 10 Total Grand List","Percent",4.7
"New London","0901152350",2016,"Electric Boat Corp",1,"Percent of Total Grand List","Percent",2.67
"New London","0901152350",2016,"Yankee Gas Service Co",2,"Percent of Total Grand List","Percent",1.18
"New London","0901152350",2016,"CT Light & Power",3,"Percent of Total Grand List","Percent",1.05
"New London","0901152350",2016,"Cedar PCP - New London LLC (Mall)",4,"Percent of Total Grand List","Percent",1.04
"New London","0901152350",2016,"Ocean Beach Appartments",5,"Percent of Total Grand List","Percent",0.68
"New London","0901152350",2016,"Vesta Winthrop LLC (Apts - Huntington St)",6,"Percent of Total Grand List","Percent",0.64
"New London","0901152350",2016,"Computer Sciences Corp",7,"Percent of Total Grand List","Percent",0.58
"New London","0901152350",2016,"New London Shopping Center",8,"Percent of Total Grand List","Percent",0.53
"New London","0901152350",2016,"Ansonia Acquistions LLC",9,"Percent of Total Grand List","Percent",0.51
"New London","0901152350",2016,"Renaissance City Development",10,"Percent of Total Grand List","Percent",0.44
"New Milford","0900552630",2016,"Kimberly Clark",1,"Grand List Value","Number",99187680
"New Milford","0900552630",2016,"Eversource Energy",2,"Grand List Value","Number",61783990
"New Milford","0900552630",2016,"U B Litchfield LLC",3,"Grand List Value","Number",14971250
"New Milford","0900552630",2016,"Litchfield Crossing",4,"Grand List Value","Number",14141610
"New Milford","0900552630",2016,"Firstlight Hydro Generating Co",5,"Grand List Value","Number",13652020
"New Milford","0900552630",2016,"Aquarion Water Company",6,"Grand List Value","Number",11157070
"New Milford","0900552630",2016,"Home Depot USA",7,"Grand List Value","Number",8595440
"New Milford","0900552630",2016,"UB NM Fairfield Plaza",8,"Grand List Value","Number",5184200
"New Milford","0900552630",2016,"UB New Milford LLC",9,"Grand List Value","Number",6113395
"New Milford","0900552630",2016,"Housatonic Real Estate II LLC",10,"Grand List Value","Number",4619650
"New Milford","0900552630",2016,"Kimberly Clark",1,"Percent of Net Grand List","Percent",3.44
"New Milford","0900552630",2016,"Eversource Energy",2,"Percent of Net Grand List","Percent",2.14
"New Milford","0900552630",2016,"U B Litchfield LLC",3,"Percent of Net Grand List","Percent",0.52
"New Milford","0900552630",2016,"Litchfield Crossing",4,"Percent of Net Grand List","Percent",0.49
"New Milford","0900552630",2016,"Firstlight Hydro Generating Co",5,"Percent of Net Grand List","Percent",0.47
"New Milford","0900552630",2016,"Aquarion Water Company",6,"Percent of Net Grand List","Percent",0.39
"New Milford","0900552630",2016,"Home Depot USA",7,"Percent of Net Grand List","Percent",0.3
"New Milford","0900552630",2016,"UB NM Fairfield Plaza",8,"Percent of Net Grand List","Percent",0.18
"New Milford","0900552630",2016,"UB New Milford LLC",9,"Percent of Net Grand List","Percent",0.21
"New Milford","0900552630",2016,"Housatonic Real Estate II LLC",10,"Percent of Net Grand List","Percent",0.16
"New Milford","0900552630",2016,"Kimberly Clark",1,"Percent of Top 10 Total Grand List","Percent",41.43
"New Milford","0900552630",2016,"Eversource Energy",2,"Percent of Top 10 Total Grand List","Percent",25.81
"New Milford","0900552630",2016,"U B Litchfield LLC",3,"Percent of Top 10 Total Grand List","Percent",6.25
"New Milford","0900552630",2016,"Litchfield Crossing",4,"Percent of Top 10 Total Grand List","Percent",5.91
"New Milford","0900552630",2016,"Firstlight Hydro Generating Co",5,"Percent of Top 10 Total Grand List","Percent",5.7
"New Milford","0900552630",2016,"Aquarion Water Company",6,"Percent of Top 10 Total Grand List","Percent",4.66
"New Milford","0900552630",2016,"Home Depot USA",7,"Percent of Top 10 Total Grand List","Percent",3.59
"New Milford","0900552630",2016,"UB NM Fairfield Plaza",8,"Percent of Top 10 Total Grand List","Percent",2.17
"New Milford","0900552630",2016,"UB New Milford LLC",9,"Percent of Top 10 Total Grand List","Percent",2.55
"New Milford","0900552630",2016,"Housatonic Real Estate II LLC",10,"Percent of Top 10 Total Grand List","Percent",1.93
"New Milford","0900552630",2016,"Kimberly Clark",1,"Percent of Total Grand List","Percent",3.34
"New Milford","0900552630",2016,"Eversource Energy",2,"Percent of Total Grand List","Percent",2.08
"New Milford","0900552630",2016,"U B Litchfield LLC",3,"Percent of Total Grand List","Percent",0.5
"New Milford","0900552630",2016,"Litchfield Crossing",4,"Percent of Total Grand List","Percent",0.48
"New Milford","0900552630",2016,"Firstlight Hydro Generating Co",5,"Percent of Total Grand List","Percent",0.46
"New Milford","0900552630",2016,"Aquarion Water Company",6,"Percent of Total Grand List","Percent",0.38
"New Milford","0900552630",2016,"Home Depot USA",7,"Percent of Total Grand List","Percent",0.29
"New Milford","0900552630",2016,"UB NM Fairfield Plaza",8,"Percent of Total Grand List","Percent",0.17
"New Milford","0900552630",2016,"UB New Milford LLC",9,"Percent of Total Grand List","Percent",0.21
"New Milford","0900552630",2016,"Housatonic Real Estate II LLC",10,"Percent of Total Grand List","Percent",0.16
"Newtown","0900152980",2014,"Connecticut Light and Power Inc.",1,"Grand List Value","Number",30567250
"Newtown","0900152980",2014,"E&A/I&G Sand Hill Plaza",2,"Grand List Value","Number",15155000
"Newtown","0900152980",2014,"Iroquois Gas Transmission System",3,"Grand List Value","Number",12791590
"Newtown","0900152980",2014,"Newtown Shopping Village Limited",4,"Grand List Value","Number",10141950
"Newtown","0900152980",2014,"Toll CT III LTD",5,"Grand List Value","Number",9694295
"Newtown","0900152980",2014,"Newtown ALF Property",6,"Grand List Value","Number",7700820
"Newtown","0900152980",2014,"42 Tauton Hill Raod",7,"Grand List Value","Number",6770870
"Newtown","0900152980",2014,"M Newtown LTD",8,"Grand List Value","Number",6666180
"Newtown","0900152980",2014,"Newtown Savings Bank",9,"Grand List Value","Number",6476100
"Newtown","0900152980",2014,"TUV Rehinland of North America",10,"Grand List Value","Number",6208670
"Newtown","0900152980",2014,"Connecticut Light and Power Inc.",1,"Percent of Net Grand List","Percent",0.99
"Newtown","0900152980",2014,"E&A/I&G Sand Hill Plaza",2,"Percent of Net Grand List","Percent",0.49
"Newtown","0900152980",2014,"Iroquois Gas Transmission System",3,"Percent of Net Grand List","Percent",0.42
"Newtown","0900152980",2014,"Newtown Shopping Village Limited",4,"Percent of Net Grand List","Percent",0.33
"Newtown","0900152980",2014,"Toll CT III LTD",5,"Percent of Net Grand List","Percent",0.32
"Newtown","0900152980",2014,"Newtown ALF Property",6,"Percent of Net Grand List","Percent",0.25
"Newtown","0900152980",2014,"42 Tauton Hill Raod",7,"Percent of Net Grand List","Percent",0.22
"Newtown","0900152980",2014,"M Newtown LTD",8,"Percent of Net Grand List","Percent",0.22
"Newtown","0900152980",2014,"Newtown Savings Bank",9,"Percent of Net Grand List","Percent",0.21
"Newtown","0900152980",2014,"TUV Rehinland of North America",10,"Percent of Net Grand List","Percent",0.2
"Newtown","0900152980",2014,"Connecticut Light and Power Inc.",1,"Percent of Top 10 Total Grand List","Percent",27.25
"Newtown","0900152980",2014,"E&A/I&G Sand Hill Plaza",2,"Percent of Top 10 Total Grand List","Percent",13.51
"Newtown","0900152980",2014,"Iroquois Gas Transmission System",3,"Percent of Top 10 Total Grand List","Percent",11.4
"Newtown","0900152980",2014,"Newtown Shopping Village Limited",4,"Percent of Top 10 Total Grand List","Percent",9.04
"Newtown","0900152980",2014,"Toll CT III LTD",5,"Percent of Top 10 Total Grand List","Percent",8.64
"Newtown","0900152980",2014,"Newtown ALF Property",6,"Percent of Top 10 Total Grand List","Percent",6.87
"Newtown","0900152980",2014,"42 Tauton Hill Raod",7,"Percent of Top 10 Total Grand List","Percent",6.04
"Newtown","0900152980",2014,"M Newtown LTD",8,"Percent of Top 10 Total Grand List","Percent",5.94
"Newtown","0900152980",2014,"Newtown Savings Bank",9,"Percent of Top 10 Total Grand List","Percent",5.77
"Newtown","0900152980",2014,"TUV Rehinland of North America",10,"Percent of Top 10 Total Grand List","Percent",5.53
"Newtown","0900152980",2014,"Connecticut Light and Power Inc.",1,"Percent of Total Grand List","Percent",0.9
"Newtown","0900152980",2014,"E&A/I&G Sand Hill Plaza",2,"Percent of Total Grand List","Percent",0.45
"Newtown","0900152980",2014,"Iroquois Gas Transmission System",3,"Percent of Total Grand List","Percent",0.38
"Newtown","0900152980",2014,"Newtown Shopping Village Limited",4,"Percent of Total Grand List","Percent",0.3
"Newtown","0900152980",2014,"Toll CT III LTD",5,"Percent of Total Grand List","Percent",0.29
"Newtown","0900152980",2014,"Newtown ALF Property",6,"Percent of Total Grand List","Percent",0.23
"Newtown","0900152980",2014,"42 Tauton Hill Raod",7,"Percent of Total Grand List","Percent",0.2
"Newtown","0900152980",2014,"M Newtown LTD",8,"Percent of Total Grand List","Percent",0.2
"Newtown","0900152980",2014,"Newtown Savings Bank",9,"Percent of Total Grand List","Percent",0.19
"Newtown","0900152980",2014,"TUV Rehinland of North America",10,"Percent of Total Grand List","Percent",0.18
"Norfolk","0900553470",2016,"Confucian Study Association",1,"Grand List Value","Number",6413800
"Norfolk","0900553470",2016,"CT Light & Power",2,"Grand List Value","Number",3395220
"Norfolk","0900553470",2016,"Foley Michael Shawn & Susan",3,"Grand List Value","Number",2170860
"Norfolk","0900553470",2016,"Sheehan Susan M",4,"Grand List Value","Number",2032050
"Norfolk","0900553470",2016,"Karbelnikoff Michael L Trustee",5,"Grand List Value","Number",1890440
"Norfolk","0900553470",2016,"Yale Farm LLC",6,"Grand List Value","Number",1807630
"Norfolk","0900553470",2016,"Windfields Limited Partnership",7,"Grand List Value","Number",1788260
"Norfolk","0900553470",2016,"Witter Sidney",8,"Grand List Value","Number",1635870
"Norfolk","0900553470",2016,"Coolwater LLC",9,"Grand List Value","Number",1592910
"Norfolk","0900553470",2016,"Miller Roger & Nooy Patricia",10,"Grand List Value","Number",1560090
"Norfolk","0900553470",2016,"Confucian Study Association",1,"Percent of Net Grand List","Percent",2.13
"Norfolk","0900553470",2016,"CT Light & Power",2,"Percent of Net Grand List","Percent",1.13
"Norfolk","0900553470",2016,"Foley Michael Shawn & Susan",3,"Percent of Net Grand List","Percent",0.72
"Norfolk","0900553470",2016,"Sheehan Susan M",4,"Percent of Net Grand List","Percent",0.67
"Norfolk","0900553470",2016,"Karbelnikoff Michael L Trustee",5,"Percent of Net Grand List","Percent",0.63
"Norfolk","0900553470",2016,"Yale Farm LLC",6,"Percent of Net Grand List","Percent",0.6
"Norfolk","0900553470",2016,"Windfields Limited Partnership",7,"Percent of Net Grand List","Percent",0.59
"Norfolk","0900553470",2016,"Witter Sidney",8,"Percent of Net Grand List","Percent",0.54
"Norfolk","0900553470",2016,"Coolwater LLC",9,"Percent of Net Grand List","Percent",0.53
"Norfolk","0900553470",2016,"Miller Roger & Nooy Patricia",10,"Percent of Net Grand List","Percent",0.52
"Norfolk","0900553470",2016,"Confucian Study Association",1,"Percent of Top 10 Total Grand List","Percent",26.41
"Norfolk","0900553470",2016,"CT Light & Power",2,"Percent of Top 10 Total Grand List","Percent",13.98
"Norfolk","0900553470",2016,"Foley Michael Shawn & Susan",3,"Percent of Top 10 Total Grand List","Percent",8.94
"Norfolk","0900553470",2016,"Sheehan Susan M",4,"Percent of Top 10 Total Grand List","Percent",8.37
"Norfolk","0900553470",2016,"Karbelnikoff Michael L Trustee",5,"Percent of Top 10 Total Grand List","Percent",7.78
"Norfolk","0900553470",2016,"Yale Farm LLC",6,"Percent of Top 10 Total Grand List","Percent",7.44
"Norfolk","0900553470",2016,"Windfields Limited Partnership",7,"Percent of Top 10 Total Grand List","Percent",7.36
"Norfolk","0900553470",2016,"Witter Sidney",8,"Percent of Top 10 Total Grand List","Percent",6.74
"Norfolk","0900553470",2016,"Coolwater LLC",9,"Percent of Top 10 Total Grand List","Percent",6.56
"Norfolk","0900553470",2016,"Miller Roger & Nooy Patricia",10,"Percent of Top 10 Total Grand List","Percent",6.42
"Norfolk","0900553470",2016,"Confucian Study Association",1,"Percent of Total Grand List","Percent",2.12
"Norfolk","0900553470",2016,"CT Light & Power",2,"Percent of Total Grand List","Percent",1.12
"Norfolk","0900553470",2016,"Foley Michael Shawn & Susan",3,"Percent of Total Grand List","Percent",0.72
